UniProt gene,UniProt description,Surfaceome Label,Surfaceome Label Source,CD number,CSPA category,TM domains,topology,HPA antibody,DrugBank approved drug IDs,UniProt subcellular
CCR4,C-C chemokine receptor type 4,surface,pos. trainingset,CD194,1 - high confidence,7,NC:1-44;TM:45-65;CY:66-76;TM:77-99;NC:100-111;TM:112-133;CY:134-150;TM:151-174;NC:175-205;TM:206-225;CY:226-242;TM:243-264;NC:265-283;TM:284-307;CY:308-360,HPA031613,,Cell membrane (Multi-pass membrane protein)
CCR7,C-C chemokine receptor type 7,surface,pos. trainingset,CD197,1 - high confidence,7,SP:1-24;NC:25-59;TM:60-85;CY:86-95;TM:96-117;NC:118-130;TM:131-151;CY:152-170;TM:171-192;NC:193-225;TM:226-249;CY:250-260;TM:261-279;NC:280-309;TM:310-331;CY:332-378,CAB003796,,Cell membrane (Multi-pass membrane protein)
CD101,Immunoglobulin superfamily member 2,surface,machine learning,CD101,1 - high confidence,1,SP:1-20;NC:21-954;TM:955-979;CY:980-1021,HPA057763,,Membrane (Single-pass type I membrane protein)
CD109,CD109 antigen,surface,GPI (UniProt),CD109,1 - high confidence,0,SP:1-21;NC:22-1445,HPA009292;HPA015113,,"Cell membrane (Lipid-anchor, GPI-anchor)"
CD14,Monocyte differentiation antigen CD14,surface,GPI (UniProt),CD14,1 - high confidence,0,SP:1-19;NC:20-375,HPA001887;HPA002127,,"Cell membrane (Lipid-anchor, GPI-anchor)"
CD151,CD151 antigen,surface,machine learning,CD151,2 - putative,4,CY:1-20;TM:21-43;NC:44-57;TM:58-81;CY:82-91;TM:92-115;NC:116-221;TM:222-245;CY:246-253,CAB002428;HPA011906,,Membrane (Multi-pass membrane protein)
CD160,CD160 antigen,surface,GPI (UniProt),CD160,1 - high confidence,0,SP:1-23;NC:24-181,no,,"Cell membrane (Lipid-anchor, GPI-anchor)"
CD163,Scavenger receptor cysteine-rich type 1 protein M130,surface,pos. trainingset,CD163,1 - high confidence,1,SP:1-45;NC:46-1050;TM:1051-1071;CY:1072-1156,CAB002432,DB05389,Cell membrane (Single-pass type I membrane protein);Secreted
CD164,Sialomucin core protein 24,surface,pos. trainingset,CD164,1 - high confidence,1,SP:1-23;NC:24-162;TM:163-184;CY:185-197,HPA010636,,Cell membrane (Single-pass type I membrane protein);Endosome membrane (Single-pass type I membrane protein);Lysosome membrane (Single-pass type I membrane protein);Secreted
CD180,CD180 antigen,surface,pos. trainingset,CD180,1 - high confidence,1,SP:1-18;NC:19-626;TM:627-653;CY:654-661,HPA003740,,Cell membrane (Single-pass type I membrane protein)
CD19,B-lymphocyte antigen CD19,surface,pos. trainingset,CD19,1 - high confidence,1,SP:1-20;NC:21-292;TM:293-315;CY:316-556,CAB016110,,Membrane (Single-pass type I membrane protein)
CD1B,T-cell surface glycoprotein CD1b,surface,pos. trainingset,CD1b,1 - high confidence,1,SP:1-18;NC:19-300;TM:301-323;CY:324-333,HPA021824,,Cell membrane (Single-pass type I membrane protein);Endosome membrane;Lysosome membrane
CD1C,T-cell surface glycoprotein CD1c,surface,pos. trainingset,CD1c,1 - high confidence,1,SP:1-21;NC:22-303;TM:304-323;CY:324-333,no,,Cell membrane (Single-pass type I membrane protein);Endosome membrane
CD1D,Antigen-presenting glycoprotein CD1d,surface,pos. trainingset,CD1d,1 - high confidence,1,SP:1-17;NC:18-300;TM:301-321;CY:322-335,CAB016107,,Cell membrane (Single-pass type I membrane protein);Endosome membrane;Lysosome membrane
CD2,T-cell surface antigen CD2,surface,machine learning,CD2,1 - high confidence,1,SP:1-24;NC:25-209;TM:210-234;CY:235-351,CAB002430;HPA003883,DB00092,Membrane (Single-pass type I membrane protein)
CD200,OX-2 membrane glycoprotein,surface,pos. trainingset,CD200,1 - high confidence,1,SP:1-32;NC:33-233;TM:234-259;CY:260-278,HPA031149,,Cell membrane (Single-pass type I membrane protein)
CD200R1,Cell surface glycoprotein CD200 receptor 1,surface,pos. trainingset,,1 - high confidence,1,SP:1-28;NC:29-243;TM:244-264;CY:265-325,no,,Cell membrane (Single-pass type I membrane protein);Secreted;Secreted;Cell membrane (Single-pass type I membrane protein)
CD22,B-cell receptor CD22,surface,pos. trainingset,CD22,1 - high confidence,1,SP:1-19;NC:20-687;TM:688-707;CY:708-847,CAB002418;HPA024353,,Cell membrane (Single-pass type I membrane protein)
CD226,CD226 antigen,surface,machine learning,CD226,1 - high confidence,1,SP:1-18;NC:19-250;TM:251-275;CY:276-336,HPA015715,,Membrane (Single-pass type I membrane protein)
CD244,Natural killer cell receptor 2B4,surface,machine learning,CD244,1 - high confidence,1,SP:1-18;NC:19-227;TM:228-251;CY:252-370,HPA010628,,Membrane (Single-pass type I membrane protein)
CD27,CD27 antigen,surface,pos. trainingset,CD27,1 - high confidence,1,SP:1-22;NC:23-188;TM:189-211;CY:212-260,CAB002420;HPA038936,,Membrane (Single-pass type I membrane protein)
CD274,Programmed cell death 1 ligand 1,surface,pos. trainingset,CD274,1 - high confidence,1,SP:1-18;NC:19-239;TM:240-261;CY:262-290,CAB030018,,Cell membrane (Single-pass type I membrane protein);Endomembrane system (Single-pass type I membrane protein)
CD276,CD276 antigen,surface,machine learning,CD276,1 - high confidence,1,SP:1-28;NC:29-465;TM:466-488;CY:489-534,HPA009285;HPA017139;CAB017826,,Membrane (Single-pass type I membrane protein)
CD28,T-cell-specific surface glycoprotein CD28,surface,machine learning,CD28,1 - high confidence,1,SP:1-18;NC:19-152;TM:153-179;CY:180-220,no,,Membrane (Single-pass type I membrane protein)
CD302,CD302 antigen,surface,machine learning,CD302,1 - high confidence,1,SP:1-22;NC:23-168;TM:169-193;CY:194-232,no,,"Cell projection, filopodium;Cell projection, microvillus;Cytoplasm, cell cortex;Membrane (Single-pass type I membrane protein)"
CD33,Myeloid cell surface antigen CD33,surface,pos. trainingset,CD33,1 - high confidence,1,SP:1-16;NC:17-257;TM:258-282;CY:283-364,CAB011442;HPA035832,DB00056,Cell membrane (Single-pass type I membrane protein)
CD34,Hematopoietic progenitor cell antigen CD34,surface,machine learning,CD34,1 - high confidence,1,SP:1-32;NC:33-290;TM:291-311;CY:312-385,CAB000018;HPA036722;HPA036723,,Membrane (Single-pass type I membrane protein)
CD36,Platelet glycoprotein 4,surface,machine learning,CD36,2 - putative,2,CY:1-6;TM:7-28;NC:29-439;TM:440-465;CY:466-472,HPA002018;CAB025866,,Cell membrane (Multi-pass membrane protein)
CD37,Leukocyte antigen CD37,surface,machine learning,CD37,2 - putative,4,CY:1-11;TM:12-36;NC:37-55;TM:56-77;CY:78-86;TM:87-109;NC:110-241;TM:242-267;CY:268-281,CAB002492;HPA032120;HPA032121,,Membrane (Multi-pass membrane protein)
CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,surface,machine learning,CD38,2 - putative,1,CY:1-23;TM:24-43;NC:44-300,CAB002493;HPA022132;CAB025255;HPA052381,,Membrane (Single-pass type II membrane protein)
CD3D,T-cell surface glycoprotein CD3 delta chain,surface,machine learning,CD3d,1 - high confidence,1,SP:1-21;NC:22-103;TM:104-126;CY:127-171,CAB013055,DB00075,Membrane (Single-pass type I membrane protein)
CD3G,T-cell surface glycoprotein CD3 gamma chain,surface,machine learning,CD3g,1 - high confidence,1,SP:1-22;NC:23-115;TM:116-137;CY:138-182,CAB017520;HPA038494,DB00075,Membrane (Single-pass type I membrane protein)
CD4,T-cell surface glycoprotein CD4,surface,pos. trainingset,CD4,1 - high confidence,1,SP:1-25;NC:26-396;TM:397-420;CY:421-458,CAB000011;HPA004252;HPA004472;CAB068180,DB00098,Cell membrane (Single-pass type I membrane protein)
CD40,Tumor necrosis factor receptor superfamily member 5,surface,pos. trainingset,CD40,1 - high confidence,1,SP:1-20;NC:21-193;TM:194-215;CY:216-277,CAB002495;HPA031567;HPA031568,,Cell membrane (Single-pass type I membrane protein);Secreted
CD44,CD44 antigen,surface,pos. trainingset,CD44,1 - high confidence,1,SP:1-20;NC:21-649;TM:650-671;CY:672-742,CAB000112;CAB000316;HPA005785,DB08818,Cell membrane (Single-pass type I membrane protein)
CD46,Membrane cofactor protein,surface,machine learning,CD46,1 - high confidence,1,SP:1-32;NC:33-343;TM:344-366;CY:367-392,CAB010401;HPA016903,,"Cytoplasmic vesicle, secretory vesicle, acrosome inner membrane (Single- pass type I membrane protein)"
CD47,Leukocyte surface antigen CD47,surface,pos. trainingset,CD47,1 - high confidence,5,SP:1-18;NC:19-142;TM:143-165;CY:166-176;TM:177-198;NC:199-208;TM:209-227;CY:228-234;TM:235-258;NC:259-269;TM:270-289;CY:290-323,CAB016055;HPA044659,,Cell membrane (Multi-pass membrane protein)
CD48,CD48 antigen,surface,GPI (UniProt),CD48,1 - high confidence,0,SP:1-28;NC:29-243,CAB002497,,"Cell membrane (Lipid-anchor, GPI-anchor)"
CD5,T-cell surface glycoprotein CD5,surface,pos. trainingset,CD5,1 - high confidence,1,SP:1-24;NC:25-378;TM:379-402;CY:403-495,CAB015392;CAB020308;HPA043416;HPA060839,,Cell membrane (Single-pass type I membrane protein)
CD53,Leukocyte surface antigen CD53,surface,pos. trainingset,CD53,2 - putative,4,CY:1-11;TM:12-36;NC:37-51;TM:52-72;CY:73-80;TM:81-106;NC:107-181;TM:182-205;CY:206-219,HPA047216,,Cell junction;Cell membrane;Membrane (Multi-pass membrane protein)
CD55,Complement decay-accelerating factor,surface,GPI (UniProt),CD55,1 - high confidence,0,SP:1-34;NC:35-381,HPA002190;CAB010454;HPA024386,DB00446,"Cell membrane (Single-pass type I membrane protein);Cell membrane (Lipid-anchor, GPI- anchor);Secreted;Secreted;Secreted;Cell membrane (Lipid-anchor, GPI-anchor);Cell membrane (Lipid-anchor, GPI-anchor)"
CD58,Lymphocyte function-associated antigen 3,surface,GPI (UniProt),CD58,1 - high confidence,1,SP:1-30;NC:31-216;TM:217-237;CY:238-250,no,,"Cell membrane (Single-pass type I membrane protein);Cell membrane (Lipid-anchor, GPI- anchor)"
CD59,CD59 glycoprotein,surface,GPI (UniProt),CD59,1 - high confidence,0,SP:1-25;NC:26-128,CAB001448;HPA026494,,"Cell membrane (Lipid-anchor, GPI-anchor);Secreted"
CD6,T-cell differentiation antigen CD6,surface,pos. trainingset,CD6,1 - high confidence,1,SP:1-19;NC:20-400;TM:401-424;CY:425-668,CAB002489;CAB016252,,Cell membrane (Single-pass type I membrane protein)
CD63,CD63 antigen,surface,machine learning,CD63,1 - high confidence,4,CY:1-11;TM:12-34;NC:35-51;TM:52-73;CY:74-81;TM:82-107;NC:108-203;TM:204-228;CY:229-238,HPA010088;CAB026356,,"Cell membrane (Multi-pass membrane protein);Endosome, multivesicular body;Late endosome membrane (Multi-pass membrane protein);Lysosome membrane (Multi-pass membrane protein);Melanosome"
CD68,Macrosialin,surface,pos. trainingset,CD68,1 - high confidence,1,SP:1-21;NC:22-319;TM:320-344;CY:345-354,CAB000051;CAB000066;HPA048982,,Endosome membrane (Single-pass type I membrane protein);Lysosome membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein)
CD69,Early activation antigen CD69,surface,machine learning,CD69,2 - putative,1,CY:1-38;TM:39-63;NC:64-199,CAB002503;HPA050525,,Membrane (Single-pass type II membrane protein)
CD7,T-cell antigen CD7,surface,machine learning,CD7,1 - high confidence,1,SP:1-25;NC:26-178;TM:179-201;CY:202-240,CAB002594;HPA039079,,Membrane (Single-pass type I membrane protein)
CD70,CD70 antigen,surface,machine learning,CD70,2 - putative,1,CY:1-20;TM:21-42;NC:43-193,no,,Membrane (Single-pass type II membrane protein)
CD74,HLA class II histocompatibility antigen gamma chain,surface,machine learning,CD74,1 - high confidence,1,CY:1-48;TM:49-72;NC:73-296,CAB002506;HPA010592,,"Cell membrane (Single-pass type II membrane protein);Endoplasmic reticulum membrane;Endosome;Golgi apparatus, trans-Golgi network;Lysosome"
CD79A,B-cell antigen receptor complex-associated protein alpha chain,surface,pos. trainingset,CD79a,1 - high confidence,1,SP:1-32;NC:33-143;TM:144-165;CY:166-226,CAB000019;HPA017748,,Cell membrane (Single-pass type I membrane protein)
CD79B,B-cell antigen receptor complex-associated protein beta chain,surface,pos. trainingset,CD79b,1 - high confidence,1,SP:1-28;NC:29-160;TM:161-181;CY:182-229,HPA009178;CAB009751,,Cell membrane (Single-pass type I membrane protein)
CD80,T-lymphocyte activation antigen CD80,surface,machine learning,CD80,1 - high confidence,1,SP:1-34;NC:35-245;TM:246-268;CY:269-288,CAB025368,DB01281;DB06681,Membrane (Single-pass type I membrane protein)
CD82,CD82 antigen,surface,machine learning,CD82,2 - putative,4,CY:1-11;TM:12-36;NC:37-55;TM:56-75;CY:76-84;TM:85-108;NC:109-228;TM:229-253;CY:254-267,CAB002508;HPA028900;HPA061418,,Membrane (Multi-pass membrane protein)
CD83,CD83 antigen,surface,machine learning,CD83,1 - high confidence,1,SP:1-19;NC:20-144;TM:145-164;CY:165-205,CAB002509;HPA041454,,Membrane (Single-pass type I membrane protein)
CD84,SLAM family member 5,surface,pos. trainingset,CD84,1 - high confidence,1,SP:1-21;NC:22-225;TM:226-248;CY:249-345,no,,Cell membrane (Single-pass type I membrane protein)
CD86,T-lymphocyte activation antigen CD86,surface,pos. trainingset,CD86,1 - high confidence,1,SP:1-25;NC:26-245;TM:246-268;CY:269-329,CAB004319,DB00098;DB01281;DB06681,Cell membrane (Single-pass type I membrane protein)
CD96,T-cell surface protein tactile,surface,machine learning,CD96,1 - high confidence,1,SP:1-21;NC:22-519;TM:520-540;CY:541-585,no,,Membrane (Single-pass type I membrane protein)
CDCP1,CUB domain-containing protein 1,surface,pos. trainingset,CD318,1 - high confidence,1,SP:1-29;NC:30-666;TM:667-691;CY:692-836,HPA010978;HPA010979;CAB025637,,Cell membrane (Single-pass membrane protein);Secreted
CDH1,Cadherin-1,surface,pos. trainingset,CD324,1 - high confidence,1,SP:1-19;NC:20-707;TM:708-731;CY:732-882,CAB000087;HPA004812;CAB028364,,"Cell junction;Cell membrane (Single-pass type I membrane protein);Endosome;Golgi apparatus, trans-Golgi network"
CDH10,Cadherin-10,surface,pos. trainingset,,1 - high confidence,1,SP:1-22;NC:23-611;TM:612-634;CY:635-788,HPA010651,,Cell membrane (Single-pass type I membrane protein)
CDH11,Cadherin-11,surface,pos. trainingset,,1 - high confidence,1,SP:1-22;NC:23-617;TM:618-639;CY:640-796,CAB013072,,Cell membrane (Single-pass type I membrane protein)
CDH13,Cadherin-13,surface,GPI (UniProt),,1 - high confidence,0,SP:1-22;NC:23-713,HPA001380;CAB025863,,"Cell membrane (Lipid-anchor, GPI-anchor)"
CDH15,Cadherin-15,surface,pos. trainingset,,1 - high confidence,1,SP:1-19;NC:20-603;TM:604-626;CY:627-814,HPA009139,,Cell membrane (Single-pass type I membrane protein)
CDH17,Cadherin-17,surface,pos. trainingset,,1 - high confidence,1,SP:1-22;NC:23-784;TM:785-808;CY:809-832,HPA023614;HPA023616;CAB025143;HPA026556,,Cell membrane (Single-pass type I membrane protein)
CDH19,Cadherin-19,surface,pos. trainingset,,1 - high confidence,1,SP:1-21;NC:22-596;TM:597-618;CY:619-772,HPA056332,,Cell membrane (Single-pass type I membrane protein)
CDH2,Cadherin-2,surface,pos. trainingset,CD325,1 - high confidence,1,SP:1-25;NC:26-722;TM:723-746;CY:747-906,CAB000141;CAB018580;HPA058574,,Cell membrane (Single-pass type I membrane protein)
CDH3,Cadherin-3,surface,pos. trainingset,,1 - high confidence,1,SP:1-24;NC:25-654;TM:655-677;CY:678-829,HPA001767;CAB002487,,Cell membrane (Single-pass type I membrane protein)
CDH4,Cadherin-4,surface,pos. trainingset,,1 - high confidence,1,SP:1-19;NC:20-733;TM:734-756;CY:757-916,HPA015613,,Cell membrane (Single-pass type I membrane protein)
CDH5,Cadherin-5,surface,pos. trainingset,CD144,1 - high confidence,1,SP:1-26;NC:27-597;TM:598-620;CY:621-784,CAB028366;HPA030562,DB00480,Cell junction;Cell membrane (Single-pass type I membrane protein)
CDH6,Cadherin-6,surface,pos. trainingset,,1 - high confidence,1,SP:1-21;NC:22-614;TM:615-636;CY:637-790,HPA007047;HPA007456;CAB025274,,Cell membrane (Single-pass type I membrane protein)
CDH8,Cadherin-8,surface,pos. trainingset,,1 - high confidence,1,SP:1-29;NC:30-620;TM:621-644;CY:645-799,HPA014908,,Cell membrane (Single-pass type I membrane protein)
CDH9,Cadherin-9,surface,pos. trainingset,,1 - high confidence,1,SP:1-21;NC:22-614;TM:615-636;CY:637-789,HPA007167,,Cell membrane (Single-pass type I membrane protein)
CDON,Cell adhesion molecule-related/down-regulated by oncogenes,surface,pos. trainingset,,1 - high confidence,1,SP:1-25;NC:26-963;TM:964-989;CY:990-1287,CAB012422;HPA017377,,Cell membrane (Single-pass membrane protein)
CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,surface,pos. trainingset,CD66a,1 - high confidence,1,SP:1-34;NC:35-428;TM:429-454;CY:455-526,CAB002146;HPA011041,DB00113,Cell membrane (Single-pass type I membrane protein);Secreted;Secreted;Secreted;Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein)
CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,surface,GPI (UniProt),CD66c,1 - high confidence,0,SP:1-34;NC:35-344,CAB008370;HPA011041,,"Cell membrane (Lipid-anchor, GPI-anchor)"
CELSR1,Cadherin EGF LAG seven-pass G-type receptor 1,surface,pos. trainingset,,1 - high confidence,7,SP:1-25;NC:26-2469;TM:2470-2493;CY:2494-2504;TM:2505-2523;NC:2524-2528;TM:2529-2551;CY:2552-2571;TM:2572-2592;NC:2593-2611;TM:2612-2632;CY:2633-2652;TM:2653-2675;NC:2676-2681;TM:2682-2704;CY:2705-3014,HPA052976,,Cell membrane (Multi-pass membrane protein)
CELSR2,Cadherin EGF LAG seven-pass G-type receptor 2,surface,pos. trainingset,,1 - high confidence,7,SP:1-31;NC:32-2379;TM:2380-2403;CY:2404-2414;TM:2415-2433;NC:2434-2440;TM:2441-2460;CY:2461-2480;TM:2481-2500;NC:2501-2519;TM:2520-2541;CY:2542-2561;TM:2562-2583;NC:2584-2588;TM:2589-2612;CY:2613-2923,HPA013952,,Cell membrane (Multi-pass membrane protein)
CELSR3,Cadherin EGF LAG seven-pass G-type receptor 3,surface,pos. trainingset,,1 - high confidence,7,SP:1-31;NC:32-2538;TM:2539-2562;CY:2563-2573;TM:2574-2593;NC:2594-2599;TM:2600-2622;CY:2623-2642;TM:2643-2663;NC:2664-2682;TM:2683-2705;CY:2706-2725;TM:2726-2745;NC:2746-2750;TM:2751-2774;CY:2775-3312,HPA062866,,Cell membrane (Multi-pass membrane protein)
CHL1,Neural cell adhesion molecule L1-like protein,surface,pos. trainingset,,1 - high confidence,1,SP:1-24;NC:25-1081;TM:1082-1103;CY:1104-1208,HPA003345;CAB026120,,"Cell membrane (Single-pass type I membrane protein);Secreted, extracellular space, extracellular matrix"
CHRNA3,Neuronal acetylcholine receptor subunit alpha-3,surface,pos. trainingset,,1 - high confidence,4,SP:1-31;NC:32-241;TM:242-265;CY:266-272;TM:273-295;NC:296-306;TM:307-328;CY:329-477;TM:478-498;NC:499-505,HPA029430,DB00184;DB00514;DB00674;DB01090;DB01156;DB01227;DB01273;DB09028,"Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)"
CLCA2,Calcium-activated chloride channel regulator 2,surface,pos. trainingset,,1 - high confidence,1,SP:1-30;NC:31-900;TM:901-923;CY:924-943,HPA047192,,Basal cell membrane (Single-pass type I membrane protein);Cell junction;Cell membrane (Single-pass type I membrane protein);Secreted
CLDN12,Claudin-12,surface,pos. trainingset,,1 - high confidence,4,CY:1-8;TM:9-30;NC:31-87;TM:88-113;CY:114-133;TM:134-156;NC:157-172;TM:173-197;CY:198-244,HPA026945,,"Cell junction, tight junction;Cell membrane (Multi-pass membrane protein)"
CLDND1,Claudin domain-containing protein 1,surface,machine learning,,2 - putative,3,SP:1-26;NC:27-140;TM:141-164;CY:165-174;TM:175-197;NC:198-211;TM:212-237;CY:238-253,HPA029841;HPA029842,,Membrane (Multi-pass membrane protein)
CLEC12A,C-type lectin domain family 12 member A,surface,pos. trainingset,,1 - high confidence,1,CY:1-42;TM:43-66;NC:67-265,HPA048515,,Cell membrane (Single-pass type II membrane protein)
CLEC14A,C-type lectin domain family 14 member A,surface,machine learning,,1 - high confidence,1,SP:1-21;NC:22-396;TM:397-421;CY:422-490,HPA039468,,Membrane (Single-pass type I membrane protein)
CLEC17A,"C-type lectin domain family 17, member A",surface,machine learning,,2 - putative,1,CY:1-169;TM:170-193;NC:194-378,HPA031683,,Membrane (Single-pass type II membrane protein)
CLEC1A,C-type lectin domain family 1 member A,surface,machine learning,,2 - putative,1,CY:1-49;TM:50-74;NC:75-280,HPA056307;HPA061929,,Membrane (Single-pass type II membrane protein)
CLEC1B,C-type lectin domain family 1 member B,surface,machine learning,,2 - putative,1,CY:1-32;TM:33-56;NC:57-229,no,,Membrane (Single-pass type II membrane protein)
CLEC2D,C-type lectin domain family 2 member D,surface,pos. trainingset,,1 - high confidence,1,CY:1-33;TM:34-59;NC:60-191,HPA017649;HPA047584,,Cell membrane (Single-pass type II membrane protein);Cell surface;Endoplasmic reticulum;Endoplasmic reticulum
CLEC5A,C-type lectin domain family 5 member A,surface,pos. trainingset,,1 - high confidence,1,CY:1-6;TM:7-27;NC:28-188,no,,Cell membrane (Single-pass type II membrane protein)
CLMP,CXADR-like membrane protein,surface,pos. trainingset,,1 - high confidence,1,SP:1-18;NC:19-230;TM:231-256;CY:257-373,HPA002385,,"Cell junction, tight junction;Cell membrane (Single-pass type I membrane protein)"
CLN3,Battenin,surface,machine learning,,2 - putative,6,CY:1-38;TM:39-59;NC:60-124;TM:125-144;CY:145-151;TM:152-175;NC:176-180;TM:181-202;CY:203-280;TM:281-298;NC:299-343;TM:344-367;CY:368-438,no,,Late endosome;Lysosome membrane (Multi- pass membrane protein)
