UniProt gene,UniProt description,Surfaceome Label,Surfaceome Label Source,CD number,CSPA category,TM domains,topology,HPA antibody,DrugBank approved drug IDs,UniProt subcellular
ADORA1,Adenosine receptor A1,surface,pos. trainingset,,1 - high confidence,7,NC:1-11;TM:12-33;CY:34-44;TM:45-69;NC:70-80;TM:81-103;CY:104-123;TM:124-145;NC:146-182;TM:183-206;CY:207-234;TM:235-256;NC:257-267;TM:268-290;CY:291-326,HPA052157;HPA053037,DB00201;DB00277;DB00640;DB00651;DB00806;DB00824;DB00996;DB01223;DB01303;DB01412;DB04932,Cell membrane (Multi-pass membrane protein)
ADORA2A,Adenosine receptor A2a,surface,machine learning,,,7,NC:1-6;TM:7-32;CY:33-42;TM:43-66;NC:67-77;TM:78-100;CY:101-120;TM:121-142;NC:143-177;TM:178-202;CY:203-233;TM:234-257;NC:258-268;TM:269-290;CY:291-412,no,DB00201;DB00277;DB00358;DB00640;DB00651;DB00806;DB00824;DB01303;DB01412;DB04932;DB06213,Cell membrane (Multi-pass membrane protein)
ADORA2B,Adenosine receptor A2b,surface,pos. trainingset,,,7,NC:1-11;TM:12-33;CY:34-43;TM:44-67;NC:68-78;TM:79-101;CY:102-121;TM:122-143;NC:144-182;TM:183-209;CY:210-230;TM:231-250;NC:251-269;TM:270-292;CY:293-332,no,DB00277;DB00640;DB00824;DB04932,Cell membrane (Multi-pass membrane protein)
ADORA3,Adenosine receptor A3,surface,machine learning,,,7,NC:1-15;TM:16-37;CY:38-47;TM:48-73;NC:74-81;TM:82-106;CY:107-126;TM:127-148;NC:149-177;TM:178-203;CY:204-231;TM:232-256;NC:257-261;TM:262-284;CY:285-318,HPA028509;HPA028566;HPA028568,DB00640;DB00824;DB01223,Cell membrane (Multi-pass membrane protein)
ADRA1A,Alpha-1A adrenergic receptor,surface,machine learning,,,7,NC:1-26;TM:27-52;CY:53-63;TM:64-86;NC:87-100;TM:101-122;CY:123-142;TM:143-164;NC:165-183;TM:184-209;CY:210-272;TM:273-295;NC:296-309;TM:310-328;CY:329-466,HPA029678;HPA029679,DB00211;DB00215;DB00246;DB00248;DB00298;DB00321;DB00334;DB00346;DB00363;DB00368;DB00370;DB00388;DB00397;DB00408;DB00420;DB00449;DB00450;DB00457;DB00458;DB00477;DB00540;DB00543;DB00575;DB00590;DB00610;DB00622;DB00656;DB00668;DB00679;DB00692;DB00696;DB00699;DB00706;DB00723;DB00726;DB00734;DB00751;DB00777;DB00797;DB00800;DB00831;DB00852;DB00865;DB00875;DB00925;DB00935;DB00964;DB01069;DB01136;DB01142;DB01149;DB01162;DB01175;DB01186;DB01200;DB01224;DB01238;DB01253;DB01267;DB01295;DB01364;DB01403;DB01576;DB01579;DB01614;DB01622;DB01624;DB04855;DB04946;DB06144;DB06207;DB06216;DB06262;DB06694;DB06706;DB06707;DB06711;DB00370;DB00477;DB00543;DB00598;DB00934;DB01049;DB01151;DB06148;DB00182;DB01365,Cell membrane (Multi-pass membrane protein);Nucleus membrane (Multi-pass membrane protein)
ADRA1B,Alpha-1B adrenergic receptor,surface,pos. trainingset,,,7,NC:1-44;TM:45-71;CY:72-81;TM:82-105;NC:106-119;TM:120-141;CY:142-161;TM:162-182;NC:183-201;TM:202-226;CY:227-294;TM:295-316;NC:317-328;TM:329-349;CY:350-520,no,DB00211;DB00246;DB00248;DB00298;DB00321;DB00334;DB00346;DB00363;DB00368;DB00388;DB00408;DB00420;DB00457;DB00458;DB00477;DB00540;DB00575;DB00590;DB00622;DB00668;DB00679;DB00696;DB00706;DB00723;DB00726;DB00734;DB00745;DB00777;DB00800;DB00925;DB00935;DB01136;DB01142;DB01149;DB01162;DB01186;DB01200;DB01224;DB01238;DB01255;DB01267;DB01403;DB01576;DB01579;DB01608;DB01614;DB01622;DB04855;DB06144;DB06207;DB06262;DB06694;DB00370;DB00477;DB00543;DB00598;DB00934;DB01049;DB01151;DB06148;DB00182;DB01365,Cell membrane (Multi-pass membrane protein);Nucleus membrane (Multi-pass membrane protein)
ADRA1D,Alpha-1D adrenergic receptor,surface,pos. trainingset,,,7,NC:1-98;TM:99-122;CY:123-132;TM:133-152;NC:153-171;TM:172-192;CY:193-212;TM:213-234;NC:235-253;TM:254-278;CY:279-348;TM:349-370;NC:371-385;TM:386-404;CY:405-572,HPA038789,DB00211;DB00248;DB00298;DB00321;DB00346;DB00368;DB00388;DB00420;DB00457;DB00458;DB00540;DB00575;DB00590;DB00622;DB00668;DB00696;DB00706;DB00723;DB00777;DB00800;DB00925;DB00935;DB01136;DB01142;DB01162;DB01186;DB01200;DB01224;DB01403;DB04855;DB06144;DB06207;DB06262;DB06694;DB00370;DB00477;DB00543;DB00598;DB00934;DB01049;DB01151;DB06148;DB00182;DB01365,Cell membrane (Multi-pass membrane protein)
ADRA2A,Alpha-2A adrenergic receptor,surface,pos. trainingset,,1 - high confidence,7,NC:1-32;TM:33-58;CY:59-69;TM:70-90;NC:91-107;TM:108-129;CY:130-149;TM:150-170;NC:171-194;TM:195-217;CY:218-371;TM:372-392;NC:393-409;TM:410-429;CY:430-450,no,DB00246;DB00248;DB00268;DB00320;DB00321;DB00334;DB00363;DB00368;DB00370;DB00397;DB00408;DB00413;DB00449;DB00457;DB00484;DB00543;DB00575;DB00589;DB00629;DB00633;DB00656;DB00668;DB00692;DB00696;DB00697;DB00714;DB00726;DB00734;DB00751;DB00797;DB00800;DB00852;DB00865;DB00925;DB00935;DB00964;DB00968;DB01018;DB01136;DB01142;DB01149;DB01186;DB01200;DB01224;DB01238;DB01267;DB01363;DB01392;DB01403;DB01577;DB01608;DB01624;DB04855;DB04948;DB06148;DB06216;DB06262;DB06623;DB06694;DB06711;DB08815;DB00217;DB00477;DB00540;DB00543;DB00934;DB01049;DB01151;DB00182;DB01365,Cell membrane (Multi-pass membrane protein)
ADRA2B,Alpha-2B adrenergic receptor,surface,machine learning,,,7,NC:1-12;TM:13-37;CY:38-48;TM:49-68;NC:69-87;TM:88-108;CY:109-128;TM:129-150;NC:151-169;TM:170-196;CY:197-365;TM:366-387;NC:388-405;TM:406-426;CY:427-447,no,DB00246;DB00248;DB00268;DB00292;DB00334;DB00363;DB00368;DB00408;DB00413;DB00457;DB00484;DB00575;DB00589;DB00629;DB00668;DB00696;DB00697;DB00714;DB00726;DB00734;DB00797;DB00800;DB00925;DB00935;DB00964;DB01018;DB01136;DB01142;DB01186;DB01200;DB01224;DB01238;DB01267;DB01363;DB01392;DB01403;DB01577;DB04855;DB05271;DB06148;DB06216;DB06262;DB06694;DB00217;DB00477;DB00540;DB00543;DB00934;DB01049;DB01151;DB00182;DB01365,Cell membrane (Multi-pass membrane protein)
ADRA2C,Alpha-2C adrenergic receptor,surface,pos. trainingset,,1 - high confidence,7,NC:1-49;TM:50-76;CY:77-87;TM:88-108;NC:109-124;TM:125-147;CY:148-167;TM:168-188;NC:189-208;TM:209-231;CY:232-379;TM:380-401;NC:402-420;TM:421-440;CY:441-462,HPA057688,DB00246;DB00248;DB00268;DB00334;DB00363;DB00368;DB00370;DB00408;DB00413;DB00484;DB00575;DB00589;DB00668;DB00697;DB00714;DB00734;DB00797;DB00800;DB00925;DB00935;DB01136;DB01142;DB01186;DB01200;DB01224;DB01238;DB01267;DB01363;DB01392;DB01403;DB01577;DB04855;DB04946;DB06148;DB06216;DB06262;DB06694;DB08815;DB00217;DB00477;DB00540;DB00543;DB00934;DB01049;DB01151;DB00182;DB01365,Cell membrane (Multi-pass membrane protein)
ADRB1,Beta-1 adrenergic receptor,surface,machine learning,,,7,NC:1-59;TM:60-83;CY:84-94;TM:95-121;NC:122-132;TM:133-154;CY:155-174;TM:175-198;NC:199-223;TM:224-247;CY:248-323;TM:324-346;NC:347-357;TM:358-378;CY:379-477,HPA067972,DB00187;DB00195;DB00221;DB00248;DB00264;DB00335;DB00368;DB00370;DB00373;DB00397;DB00408;DB00489;DB00521;DB00571;DB00598;DB00612;DB00668;DB00841;DB00852;DB00866;DB00960;DB01001;DB01064;DB01102;DB01118;DB01136;DB01151;DB01193;DB01203;DB01210;DB01214;DB01288;DB01291;DB01295;DB01297;DB01359;DB01363;DB01407;DB01580;DB04855;DB04861;DB06216;DB06262;DB08807;DB08808;DB00182;DB00217;DB00321;DB00334;DB00540;DB00726;DB01365,Cell membrane (Multi-pass membrane protein);Early endosome
ADRB2,Beta-2 adrenergic receptor,surface,machine learning,,,7,NC:1-31;TM:32-58;CY:59-69;TM:70-96;NC:97-107;TM:108-129;CY:130-149;TM:150-170;NC:171-197;TM:198-220;CY:221-273;TM:274-295;NC:296-306;TM:307-327;CY:328-413,HPA003431,DB00195;DB00221;DB00248;DB00264;DB00335;DB00368;DB00370;DB00373;DB00397;DB00449;DB00489;DB00521;DB00571;DB00598;DB00612;DB00668;DB00816;DB00841;DB00852;DB00866;DB00867;DB00871;DB00925;DB00938;DB00960;DB00983;DB01001;DB01064;DB01102;DB01136;DB01151;DB01193;DB01203;DB01210;DB01214;DB01274;DB01288;DB01291;DB01295;DB01359;DB01363;DB01366;DB01407;DB01408;DB01580;DB04861;DB05039;DB06216;DB06262;DB08807;DB08808;DB00182;DB00217;DB00321;DB00334;DB00540;DB00726;DB01365,Cell membrane (Multi-pass membrane protein)
ADRB3,Beta-3 adrenergic receptor,surface,machine learning,,,7,NC:1-37;TM:38-63;CY:64-72;TM:73-92;NC:93-111;TM:112-133;CY:134-153;TM:154-174;NC:175-210;TM:211-230;CY:231-289;TM:290-311;NC:312-326;TM:327-347;CY:348-408,no,DB00368;DB00571;DB00668;DB01064;DB01102;DB01288;DB01363;DB01407;DB06262;DB08807;DB08808;DB08893;DB00182;DB00217;DB00321;DB00334;DB00540;DB00726;DB01365,Cell membrane (Multi-pass membrane protein)
AGER,Advanced glycosylation end product-specific receptor,surface,machine learning,,,1,SP:1-22;NC:23-340;TM:341-363;CY:364-404,CAB011682,,Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Secreted
AGTR1,Type-1 angiotensin II receptor,surface,pos. trainingset,,1 - high confidence,7,NC:1-32;TM:33-56;CY:57-64;TM:65-87;NC:88-103;TM:104-124;CY:125-142;TM:143-165;NC:166-199;TM:200-218;CY:219-237;TM:238-259;NC:260-281;TM:282-302;CY:303-359,HPA003596,DB00177;DB00275;DB00678;DB00796;DB00876;DB00966;DB01029;DB01342;DB01347;DB01349;DB08822,Cell membrane (Multi-pass membrane protein)
AGTR2,Type-2 angiotensin II receptor,surface,pos. trainingset,,1 - high confidence,7,NC:1-48;TM:49-70;CY:71-81;TM:82-102;NC:103-119;TM:120-140;CY:141-159;TM:160-181;NC:182-210;TM:211-234;CY:235-253;TM:254-275;NC:276-297;TM:298-321;CY:322-363,HPA029592,DB01349,Cell membrane (Multi-pass membrane protein)
AJAP1,Adherens junction-associated protein 1,surface,pos. trainingset,,,1,NC:1-279;TM:280-303;CY:304-411,HPA012157,,"Apical cell membrane (Single-pass type III membrane protein);Basolateral cell membrane (Single-pass type III membrane protein);Cell junction, adherens junction"
ALCAM,CD166 antigen,surface,machine learning,CD166,1 - high confidence,1,SP:1-27;NC:28-527;TM:528-550;CY:551-583,CAB002148;HPA010926,,Membrane (Single-pass type I membrane protein);Secreted
ALK,ALK tyrosine kinase receptor,surface,pos. trainingset,CD246,,1,SP:1-20;NC:21-1034;TM:1035-1059;CY:1060-1620,HPA010694,DB00171;DB08865,Cell membrane (Single-pass type I membrane protein)
ALPI,Intestinal-type alkaline phosphatase,surface,GPI (UniProt),,,0,SP:1-19;NC:20-528,HPA038764;HPA038765;HPA051699,,"Cell membrane (Lipid-anchor, GPI-anchor)"
ALPL,"Alkaline phosphatase, tissue-nonspecific isozyme",surface,GPI (UniProt),,1 - high confidence,0,SP:1-17;NC:18-524,HPA007105;HPA008765;CAB020829,,"Cell membrane (Lipid-anchor, GPI-anchor)"
ALPP,"Alkaline phosphatase, placental type",surface,GPI (UniProt),,,0,SP:1-22;NC:23-535,CAB026327;HPA038764;HPA038765;HPA051699,,"Cell membrane (Lipid-anchor, GPI-anchor)"
AMHR2,Anti-Muellerian hormone type-2 receptor,surface,machine learning,,,1,SP:1-16;NC:17-144;TM:145-170;CY:171-573,no,DB00171,Membrane (Single-pass type I membrane protein)
AMIGO1,Amphoterin-induced protein 1,surface,pos. trainingset,,1 - high confidence,1,SP:1-27;NC:28-372;TM:373-393;CY:394-493,HPA046152,,"Cell membrane (Single-pass type I membrane protein);Cell projection, axon"
AMIGO2,Amphoterin-induced protein 2,surface,pos. trainingset,,1 - high confidence,1,SP:1-21;NC:22-397;TM:398-419;CY:420-522,HPA054004;HPA059601,,Cell membrane (Single-pass type I membrane protein);Nucleus
AMIGO3,Amphoterin-induced protein 3,surface,machine learning,,,1,SP:1-19;NC:20-382;TM:383-403;CY:404-504,HPA026673,,Membrane (Single-pass type I membrane protein)
AMN,Protein amnionless,surface,machine learning,,,1,SP:1-19;NC:20-358;TM:359-383;CY:384-453,HPA000817,DB00200,Membrane (Single-pass type I membrane protein)
ANKH,Progressive ankylosis protein homolog,surface,machine learning,,,8,CY:1-85;TM:86-107;NC:108-130;TM:131-152;CY:153-158;TM:159-180;NC:181-190;TM:191-213;CY:214-326;TM:327-346;NC:347-351;TM:352-377;CY:378-397;TM:398-421;NC:422-432;TM:433-452;CY:453-492,no,,Membrane (Multi-pass membrane protein)
ANO1,Anoctamin-1,surface,machine learning,,,8,CY:1-329;TM:330-355;NC:356-407;TM:408-427;CY:428-515;TM:516-542;NC:543-561;TM:562-586;CY:587-605;TM:606-627;NC:628-732;TM:733-755;CY:756-795;TM:796-816;NC:817-882;TM:883-903;CY:904-986,HPA032148,DB04941,Cell membrane (Multi-pass membrane protein);Cytoplasm
ANO2,Anoctamin-2,surface,machine learning,,,8,CY:1-361;TM:362-387;NC:388-439;TM:440-457;CY:458-534;TM:535-560;NC:561-579;TM:580-603;CY:604-622;TM:623-644;NC:645-749;TM:750-773;CY:774-799;TM:800-824;NC:825-904;TM:905-927;CY:928-1003,HPA036276,,Cell membrane (Multi-pass membrane protein)
ANO3,Anoctamin-3,surface,machine learning,,,8,CY:1-398;TM:399-422;NC:423-470;TM:471-490;CY:491-546;TM:547-571;NC:572-590;TM:591-613;CY:614-640;TM:641-663;NC:664-758;TM:759-782;CY:783-808;TM:809-833;NC:834-910;TM:911-935;CY:936-981,HPA041629,,Cell membrane (Multi-pass membrane protein)
ANO5,Anoctamin-5,surface,pos. trainingset,,1 - high confidence,8,CY:1-300;TM:301-324;NC:325-382;TM:383-401;CY:402-457;TM:458-485;NC:486-511;TM:512-533;CY:534-555;TM:556-578;NC:579-678;TM:679-701;CY:702-732;TM:733-753;NC:754-830;TM:831-854;CY:855-913,HPA058857,,Cell membrane;Endoplasmic reticulum membrane (Multi-pass membrane protein)
ANO6,Anoctamin-6,surface,pos. trainingset,,1 - high confidence,8,CY:1-295;TM:296-318;NC:319-375;TM:376-395;CY:396-452;TM:453-477;NC:478-509;TM:510-530;CY:531-553;TM:554-572;NC:573-669;TM:670-693;CY:694-726;TM:727-747;NC:748-824;TM:825-846;CY:847-910,HPA038958,,Cell membrane (Multi-pass membrane protein)
ANO7,Anoctamin-7,surface,machine learning,,,8,CY:1-353;TM:354-376;NC:377-422;TM:423-441;CY:442-497;TM:498-524;NC:525-547;TM:548-570;CY:571-587;TM:588-609;NC:610-712;TM:713-737;CY:738-761;TM:762-786;NC:787-842;TM:843-864;CY:865-933,HPA035730;HPA035731,,"Cell junction;Cell membrane (Multi-pass membrane protein);Endoplasmic reticulum;Cytoplasm, cytosol"
ANO9,Anoctamin-9,surface,pos. trainingset,,1 - high confidence,8,CY:1-195;TM:196-217;NC:218-266;TM:267-285;CY:286-330;TM:331-354;NC:355-373;TM:374-394;CY:395-421;TM:422-444;NC:445-547;TM:548-571;CY:572-599;TM:600-621;NC:622-698;TM:699-724;CY:725-782,HPA039948,,Cell membrane (Multi-pass membrane protein)
ANPEP,Aminopeptidase N,surface,pos. trainingset,CD13,1 - high confidence,1,CY:1-11;TM:12-33;NC:34-967,CAB002417;HPA004625,DB00973;DB06196,"Cell membrane (Single-pass type II membrane protein);Cytoplasm, cytosol"
ANTXR1,Anthrax toxin receptor 1,surface,pos. trainingset,,1 - high confidence,1,SP:1-27;NC:28-321;TM:322-343;CY:344-564,HPA052046,,"Cell membrane (Single-pass type I membrane protein);Cell projection, filopodium membrane (Single-pass type I membrane protein);Cell projection, lamellipodium membrane (Single-pass type I membrane protein)"
ANTXR2,Anthrax toxin receptor 2,surface,machine learning,,,1,SP:1-33;NC:34-317;TM:318-341;CY:342-489,no,,Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Secreted
ANTXRL,Anthrax toxin receptor-like,surface,machine learning,,,1,SP:1-27;NC:28-353;TM:354-374;CY:375-631,no,,Membrane (Single-pass type I membrane protein)
AOC3,Membrane primary amine oxidase,surface,pos. trainingset,,2 - putative,1,CY:1-6;TM:7-27;NC:28-763,HPA000980;CAB025797,DB00780;DB01275,Cell membrane (Single-pass type II membrane protein)
APCDD1,Protein APCDD1,surface,pos. trainingset,,1 - high confidence,1,SP:1-26;NC:27-492;TM:493-512;CY:513-514,HPA014468,,Cell membrane (Single-pass type I membrane protein)
APLNR,Apelin receptor,surface,pos. trainingset,,1 - high confidence,7,NC:1-31;TM:32-54;CY:55-65;TM:66-86;NC:87-105;TM:106-125;CY:126-144;TM:145-166;NC:167-201;TM:202-225;CY:226-245;TM:246-266;NC:267-285;TM:286-311;CY:312-380,CAB025842,,Cell membrane (Multi-pass membrane protein)
APLP1,Amyloid-like protein 1,surface,pos. trainingset,,1 - high confidence,1,SP:1-35;NC:36-581;TM:582-603;CY:604-650,HPA028970;HPA028971,,Cell membrane (Single-pass type I membrane protein);Cytoplasm
APLP2,Amyloid-like protein 2,surface,pos. trainingset,,1 - high confidence,1,SP:1-31;NC:32-692;TM:693-716;CY:717-763,HPA039319,,Cell membrane (Single-pass type I membrane protein);Nucleus
APP,Amyloid beta A4 protein,surface,machine learning,,,1,SP:1-17;NC:18-700;TM:701-723;CY:724-770,CAB000157;HPA001462,,"Membrane (Single-pass type I membrane protein);Membrane, clathrin-coated pit"
AQP1,Aquaporin-1,surface,machine learning,,2 - putative,6,CY:1-7;TM:8-36;NC:37-48;TM:49-66;CY:67-70;IM:71-76;IM:77-84;CY:85-94;TM:95-115;NC:116-136;TM:137-155;CY:156-166;TM:167-183;NC:184-186;IM:187-192;IM:193-200;NC:201-207;TM:208-228;CY:229-269,CAB001707;HPA019206;HPA030130,DB00819,Cell membrane (Multi-pass membrane protein)
AQP10,Aquaporin-10,surface,machine learning,,,5,CY:1-23;TM:24-44;NC:45-54;TM:55-76;CY:77-99;TM:100-122;NC:123-159;TM:160-178;CY:179-189;TM:190-213;NC:214-301,no,,Membrane (Multi-pass membrane protein)
AQP2,Aquaporin-2,surface,machine learning,,,6,CY:1-11;TM:12-34;NC:35-39;TM:40-60;CY:61-85;TM:86-106;NC:107-126;TM:127-148;CY:149-159;TM:160-179;NC:180-201;TM:202-224;CY:225-271,HPA046834,,"Apical cell membrane (Multi-pass membrane protein);Basolateral cell membrane (Multi-pass membrane protein);Cytoplasmic vesicle membrane (Multi- pass membrane protein);Golgi apparatus, trans-Golgi network membrane (Multi-pass membrane protein)"
AQP4,Aquaporin-4,surface,machine learning,,,6,CY:1-33;TM:34-58;NC:59-69;TM:70-89;CY:90-115;TM:116-136;NC:137-155;TM:156-177;CY:178-187;TM:188-209;NC:210-230;TM:231-252;CY:253-323,CAB005079;HPA014784;CAB058689,,Membrane (Multi-pass membrane protein)
AQP5,Aquaporin-5,surface,machine learning,,,6,CY:1-8;TM:9-30;NC:31-40;TM:41-61;CY:62-86;TM:87-109;NC:110-128;TM:129-149;CY:150-160;TM:161-180;NC:181-203;TM:204-226;CY:227-265,HPA065008,,Membrane (Multi-pass membrane protein)
AQP8,Aquaporin-8,surface,machine learning,,,6,CY:1-34;TM:35-57;NC:58-79;TM:80-102;CY:103-109;TM:110-131;NC:132-153;TM:154-177;CY:178-184;TM:185-205;NC:206-227;TM:228-249;CY:250-261,HPA046259,,Membrane (Multi-pass membrane protein)
AQP9,Aquaporin-9,surface,machine learning,,,6,CY:1-28;TM:29-48;NC:49-53;TM:54-75;CY:76-104;TM:105-125;NC:126-159;TM:160-180;CY:181-191;TM:192-210;NC:211-242;TM:243-265;CY:266-295,no,,Membrane (Multi-pass membrane protein)
AREG,Amphiregulin,surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-198;TM:199-221;CY:222-252,HPA008720;CAB023519,,Membrane (Single-pass membrane protein)
ART1,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1,surface,GPI (UniProt),CD296,,0,SP:1-24;NC:25-327,HPA051148,,"Sarcoplasmic reticulum membrane (Lipid- anchor, GPI-anchor)"
ART3,Ecto-ADP-ribosyltransferase 3,surface,GPI (UniProt),,,0,SP:1-26;NC:27-389,HPA011268,,"Cell membrane (Lipid-anchor, GPI-anchor)"
ART4,Ecto-ADP-ribosyltransferase 4,surface,GPI (UniProt),CD297,,0,SP:1-46;NC:47-314,HPA040879,,"Cell membrane (Lipid-anchor, GPI-anchor)"
ASGR1,Asialoglycoprotein receptor 1,surface,machine learning,,,1,CY:1-40;TM:41-61;NC:62-291,HPA011954;HPA012852,,Membrane (Single-pass type II membrane protein);Secreted
ASGR2,Asialoglycoprotein receptor 2,surface,machine learning,,,1,CY:1-55;TM:56-79;NC:80-311,HPA014899;HPA015998,DB00025,Membrane (Single-pass type II membrane protein)
ASIC1,Acid-sensing ion channel 1,surface,pos. trainingset,,1 - high confidence,2,CY:1-43;TM:44-67;NC:68-438;TM:439-458;CY:459-528,no,DB00586;DB00594,Cell membrane (Multi- pass membrane protein)
ASIC4,Acid-sensing ion channel 4,surface,machine learning,,,2,CY:1-195;TM:196-217;NC:218-552;TM:553-573;CY:574-647,CAB032529;HPA036042,,Membrane (Multi-pass membrane protein)
ASIC5,Acid-sensing ion channel 5,surface,machine learning,,,2,CY:1-62;TM:63-82;NC:83-455;TM:456-480;CY:481-505,HPA014903;HPA029444,,Cell membrane (Multi-pass membrane protein)
ASTN1,Astrotactin-1,surface,machine learning,,,2,SP:1-21;NC:22-150;TM:151-175;CY:176-384;TM:385-404;NC:405-1302,no,,Membrane (Multi-pass membrane protein)
ASTN2,Astrotactin-2,surface,machine learning,,,2,SP:1-50;NC:51-203;TM:204-229;CY:230-431;TM:432-455;NC:456-1339,HPA027035,,Membrane (Multi-pass membrane protein)
ATG9A,Autophagy-related protein 9A,surface,machine learning,,2 - putative,6,CY:1-69;TM:70-92;NC:93-129;TM:130-148;CY:149-289;TM:290-314;NC:315-371;TM:372-394;CY:395-405;TM:406-425;NC:426-472;TM:473-494;CY:495-839,HPA059551,,"Cytoplasmic vesicle, autophagosome membrane (Multi-pass membrane protein);Endoplasmic reticulum membrane (Multi-pass membrane protein);Golgi apparatus, trans-Golgi network membrane (Multi-pass membrane protein);Late endosome membrane (Multi-pass membrane protein)"
ATP13A1,Manganese-transporting ATPase 13A1,surface,machine learning,,,10,CY:1-65;TM:66-90;NC:91-95;TM:96-116;CY:117-244;TM:245-265;NC:266-444;TM:445-464;CY:465-987;TM:988-1007;NC:1008-1012;TM:1013-1031;CY:1032-1051;TM:1052-1073;NC:1074-1100;TM:1101-1121;CY:1122-1132;TM:1133-1151;NC:1152-1170;TM:1171-1191;CY:1192-1204,HPA031798;HPA049717,,Endoplasmic reticulum membrane (Multi-pass membrane protein)
ATP13A2,Probable cation-transporting ATPase 13A2,surface,machine learning,,,12,CY:1-6;TM:7-27;NC:28-46;TM:47-67;CY:68-231;TM:232-251;NC:252-256;TM:257-276;CY:277-427;TM:428-448;NC:449-460;TM:461-484;CY:485-933;TM:934-955;NC:956-960;TM:961-980;CY:981-997;TM:998-1022;NC:1023-1048;TM:1049-1067;CY:1068-1077;TM:1078-1099;NC:1100-1117;TM:1118-1138;CY:1139-1180,CAB037111,,Lysosome;Membrane (Multi-pass membrane protein)
ATP13A3,Probable cation-transporting ATPase 13A3,surface,machine learning,,,11,NC:1-27;TM:28-49;CY:50-205;TM:206-226;NC:227-231;TM:232-253;CY:254-409;TM:410-430;NC:431-448;TM:449-469;CY:470-932;TM:933-960;NC:961-965;TM:966-988;CY:989-1000;TM:1001-1027;NC:1028-1074;TM:1075-1092;CY:1093-1103;TM:1104-1126;NC:1127-1139;TM:1140-1160;CY:1161-1226,HPA029471,,Membrane (Multi-pass membrane protein)
ATP13A5,Probable cation-transporting ATPase 13A5,surface,machine learning,,,10,CY:1-33;TM:34-53;NC:54-222;TM:223-243;CY:244-398;TM:399-422;NC:423-433;TM:434-457;CY:458-905;TM:906-927;NC:928-932;TM:933-953;CY:954-972;TM:973-995;NC:996-1045;TM:1046-1063;CY:1064-1074;TM:1075-1095;NC:1096-1112;TM:1113-1131;CY:1132-1218,HPA031771;HPA031774,,Membrane (Multi-pass membrane protein)
